cycle,range_bin,doppler_bin,output_hex
1341115000,56,9,ffa400ef
1341125000,56,10,002efe3e
1341135000,56,11,00580511
1341145000,56,12,00b4fa5d
1341155000,56,13,00090213
1341165000,56,14,0044ffac
1341175000,56,15,ffa6ff6d
1341185000,56,16,fefd019e
1341195000,56,17,0152ff75
1341205000,56,18,fea0ff7c
1341215000,56,19,007900eb
1341225000,56,20,003eff05
1341235000,56,21,ffca0056
1341245000,56,22,00a90079
1341255000,56,23,fe36fd34
1341265000,56,24,034e03b6
1341275000,56,25,feb0fedd
1341285000,56,26,ff38fffe
1341295000,56,27,fff2fecb
1341305000,56,28,005000f3
1341315000,56,29,ff65fffd
1341325000,56,30,0180ffba
1341335000,56,31,fe90ff43
1346415000,57,0,036101c6
1346425000,57,1,fdb9fef7
1346435000,57,2,ff96fe66
1346445000,57,3,02ef0184
1346455000,57,4,fcc4ffa9
1346465000,57,5,02230189
1346475000,57,6,fd59fedd
1346485000,57,7,03c00056
1346495000,57,8,fcddff6c
1346505000,57,9,02ab0126
1346515000,57,10,fddffe30
1346525000,57,11,ff1a027c
1346535000,57,12,0212fd1e
1346545000,57,13,ffe101cf
1346555000,57,14,ff88000b
1346565000,57,15,0021ff0f
1346575000,57,16,013b015a
1346585000,57,17,fed3ff85
1346595000,57,18,ff1a003c
1346605000,57,19,018bff72
1346615000,57,20,fe8aff5f
1346625000,57,21,008d00a7
1346635000,57,22,013b003d
1346645000,57,23,fdbeff60
1346655000,57,24,02df0174
1346665000,57,25,feb1ffb6
1346675000,57,26,0089ff06
1346685000,57,27,ff58feee
1346695000,57,28,003001aa
1346705000,57,29,ffdfff91
1346715000,57,30,0104ff73
1346725000,57,31,fcfdffb3
1351805000,58,0,005f00d6
1351815000,58,1,004600f6
1351825000,58,2,ff88fe47
1351835000,58,3,015fff5f
1351845000,58,4,fd7c01e1
1351855000,58,5,0294ffb4
1351865000,58,6,fe49003c
1351875000,58,7,00bbfec6
1351885000,58,8,00ae00cd
1351895000,58,9,fe0601f6
1351905000,58,10,024afbd5
1351915000,58,11,fd1704a1
1351925000,58,12,02e8fc97
1351935000,58,13,ffdb0036
1351945000,58,14,ff4500b0
1351955000,58,15,01140093
1351965000,58,16,fe8ffec6
1351975000,58,17,007400ea
1351985000,58,18,fe88ffe5
1351995000,58,19,016d0049
1352005000,58,20,ff96fed5
1352015000,58,21,01040122
1352025000,58,22,fff5ff8a
1352035000,58,23,fe9dff68
1352045000,58,24,0178012f
1352055000,58,25,feb0ff52
1352065000,58,26,014a001b
1352075000,58,27,ff31fea3
1352085000,58,28,00aa037b
1352095000,58,29,fefdfc8c
1352105000,58,30,00c1010e
1352115000,58,31,ff00ff93
1357195000,59,0,00f60000
1357205000,59,1,002eff72
1357215000,59,2,ffdfffb5
1357225000,59,3,00510232
1357235000,59,4,fd5ffe6a
1357245000,59,5,048a0157
1357255000,59,6,fd05ff7d
1357265000,59,7,00a7ff48
1357275000,59,8,ffddffda
1357285000,59,9,00b50172
1357295000,59,10,fffafe63
1357305000,59,11,ffc601b8
1357315000,59,12,ff6afef5
1357325000,59,13,0023ffbe
1357335000,59,14,ff4a005d
1357345000,59,15,018eff75
1357355000,59,16,ff44012c
1357365000,59,17,0054fe60
1357375000,59,18,ff690143
1357385000,59,19,01210104
1357395000,59,20,fef7fd64
1357405000,59,21,ffcc0277
1357415000,59,22,00bbffd5
1357425000,59,23,ffcffda4
1357435000,59,24,000102d6
1357445000,59,25,ffcdfd8c
1357455000,59,26,00f20149
1357465000,59,27,fee0feca
1357475000,59,28,00400219
1357485000,59,29,00c3fe74
1357495000,59,30,013a0165
1357505000,59,31,fd14fea7
1362585000,60,0,ffbb0140
1362595000,60,1,003eff5e
1362605000,60,2,ff50003b
1362615000,60,3,023bff44
1362625000,60,4,fcea01d5
1362635000,60,5,04d6fd3d
1362645000,60,6,fbf502ad
1362655000,60,7,0169fe2b
1362665000,60,8,006b0116
1362675000,60,9,feb5ffc0
1362685000,60,10,ff82fed4
1362695000,60,11,02f7043a
1362705000,60,12,fe52fb18
1362715000,60,13,ff670103
1362725000,60,14,00d70098
1362735000,60,15,ffe4ff4b
1362745000,60,16,00b70062
1362755000,60,17,ff4400c8
1362765000,60,18,feecfe8b
1362775000,60,19,001b015a
1362785000,60,20,013cfec7
1362795000,60,21,ff180123
1362805000,60,22,00b9000d
1362815000,60,23,fe47ff3f
1362825000,60,24,02e30088
1362835000,60,25,fdbd00b6
1362845000,60,26,ffe6fe2a
1362855000,60,27,016b00c0
1362865000,60,28,ffa0ffe4
1362875000,60,29,ffc70079
1362885000,60,30,009f0082
1362895000,60,31,ff04fecb
1367975000,61,0,fd46ff5f
1367985000,61,1,035f00ea
1367995000,61,2,fd95ffa5
1368005000,61,3,00590028
1368015000,61,4,ffa40170
1368025000,61,5,026afe70
1368035000,61,6,feb3006a
1368045000,61,7,ffb0ffa0
1368055000,61,8,ff4600cc
1368065000,61,9,01d9ff46
1368075000,61,10,febeff59
1368085000,61,11,fea501d0
1368095000,61,12,02b9fe45
1368105000,61,13,fe4500ac
1368115000,61,14,0046ffc7
1368125000,61,15,0108ff73
1368135000,61,16,ff0c0125
1368145000,61,17,01590052
1368155000,61,18,fdadffa7
1368165000,61,19,0043ff20
1368175000,61,20,017a0020
1368185000,61,21,fd3c0168
1368195000,61,22,02fbfda4
1368205000,61,23,fe92023e
1368215000,61,24,018cff64
1368225000,61,25,ff57ffbe
1368235000,61,26,ff90012b
1368245000,61,27,ff9ffea4
1368255000,61,28,011dffbf
1368265000,61,29,ff1d010c
1368275000,61,30,00940033
1368285000,61,31,00b6ff03
1373365000,62,0,fdee0121
1373375000,62,1,03c1ff70
1373385000,62,2,fc48ff29
1373395000,62,3,03830205
1373405000,62,4,fc75ffd2
1373415000,62,5,03530026
1373425000,62,6,feebff9f
1373435000,62,7,fe3efe9d
1373445000,62,8,01b7005b
1373455000,62,9,ff7700ff
1373465000,62,10,00c3fec2
1373475000,62,11,fe060138
1373485000,62,12,012dff71
1373495000,62,13,00ea00f3
1373505000,62,14,ff17feca
1373515000,62,15,ffa800b2
1373525000,62,16,014cfe21
1373535000,62,17,fea3029e
1373545000,62,18,004afe83
1373555000,62,19,0057012b
1373565000,62,20,febfff38
1373575000,62,21,0023ffb6
1373585000,62,22,01a30067
1373595000,62,23,ffd6007d
1373605000,62,24,fdd7ffa7
1373615000,62,25,026d00d7
1373625000,62,26,0003fe5e
1373635000,62,27,ff7c0188
1373645000,62,28,ffd7ff91
1373655000,62,29,0008fe9d
1373665000,62,30,ffe30254
1373675000,62,31,0058fdb4
1378755000,63,0,ffe4ff51
1378765000,63,1,011e0020
1378775000,63,2,fef3ff68
1378785000,63,3,009100fd
1378795000,63,4,ffeaff80
1378805000,63,5,ff560093
1378815000,63,6,019effce
1378825000,63,7,fea9ff04
1378835000,63,8,00500155
1378845000,63,9,ffbcff0d
1378855000,63,10,ffac005a
1378865000,63,11,001c0066
1378875000,63,12,001bffa8
1378885000,63,13,007cff5f
1378895000,63,14,00b80182
1378905000,63,15,fefcfe8f
1378915000,63,16,fe9a003f
1378925000,63,17,02aeff90
1378935000,63,18,fe7d0320
1378945000,63,19,fff5fd07
1378955000,63,20,ffd40246
1378965000,63,21,00e4fdcf
1378975000,63,22,ff26ffae
1378985000,63,23,0007011c
1378995000,63,24,00ca00a7
1379005000,63,25,012cff8b
1379015000,63,26,ff20ff3e
1379025000,63,27,fe9201ca
1379035000,63,28,02d7feb6
1379045000,63,29,fc26ffdf
1379055000,63,30,03f0feb2
1379065000,63,31,fda001b5
